@relation Training1-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute snake_x numeric
@attribute snake_y numeric
@attribute food_x numeric
@attribute food_y numeric
@attribute length numeric
@attribute delta_x numeric
@attribute delta_y numeric
@attribute distance_to_fruit numeric
@attribute direction {0,1,2,3}

@data
280,280,310,140,128,30,-140,143.178211,2
270,280,310,140,128,40,-140,145.602198,2
260,280,310,140,128,50,-140,148.660687,2
250,280,310,140,128,60,-140,152.315462,2
240,280,310,140,128,70,-140,156.524758,2
230,280,310,140,128,80,-140,161.245155,2
220,280,310,140,128,90,-140,166.43317,2
210,280,310,140,128,100,-140,172.046505,2
200,280,310,140,128,110,-140,178.044938,2
190,280,310,140,128,120,-140,184.390889,2
180,280,310,140,128,130,-140,191.049732,2
170,280,310,140,128,140,-140,197.989899,2
160,280,310,140,128,150,-140,205.182845,2
150,280,310,140,128,160,-140,212.602916,2
140,280,310,140,128,170,-140,220.227155,2
130,280,310,140,128,180,-140,228.035085,2
120,280,310,140,128,190,-140,236.008474,2
110,280,310,140,128,200,-140,244.131112,2
110,270,310,140,128,200,-130,238.537209,0
110,260,310,140,128,200,-120,233.238076,0
110,250,310,140,128,200,-110,228.254244,0
110,240,310,140,128,200,-100,223.606798,0
110,230,310,140,128,200,-90,219.317122,0
110,220,310,140,128,200,-80,215.406592,0
110,210,310,140,128,200,-70,211.896201,0
110,200,310,140,128,200,-60,208.80613,0
110,190,310,140,128,200,-50,206.155281,0
110,180,310,140,128,200,-40,203.960781,0
110,170,310,140,128,200,-30,202.237484,0
110,160,310,140,128,200,-20,200.997512,0
110,150,310,140,128,200,-10,200.249844,0
110,140,310,140,128,200,0,200,0
110,130,310,140,128,200,10,200.249844,0
110,120,310,140,128,200,20,200.997512,0
120,120,310,140,128,190,20,191.049732,3
130,120,310,140,128,180,20,181.107703,3
140,120,310,140,128,170,20,171.172428,3
150,120,310,140,128,160,20,161.245155,3
160,120,310,140,128,150,20,151.32746,3
170,120,310,140,128,140,20,141.421356,3
180,120,310,140,128,130,20,131.529464,3
190,120,310,140,128,120,20,121.655251,3
200,120,310,140,128,110,20,111.803399,3
210,120,310,140,128,100,20,101.98039,3
220,120,310,140,128,90,20,92.195445,3
230,120,310,140,128,80,20,82.462113,3
230,130,310,140,128,80,10,80.622577,1
230,140,310,140,128,80,0,80,1
240,140,310,140,128,70,0,70,3
250,140,310,140,128,60,0,60,3
260,140,310,140,128,50,0,50,3
270,140,310,140,128,40,0,40,3
280,140,310,140,128,30,0,30,3
290,140,310,140,128,20,0,20,3
300,140,310,140,128,10,0,10,3
310,140,440,270,129,130,130,183.847763,3
310,150,440,270,129,130,120,176.91806,1
310,160,440,270,129,130,110,170.293864,1
310,170,440,270,129,130,100,164.012195,1
310,180,440,270,129,130,90,158.113883,1
310,190,440,270,129,130,80,152.643375,1
310,200,440,270,129,130,70,147.648231,1
310,210,440,270,129,130,60,143.178211,1
310,220,440,270,129,130,50,139.283883,1
310,230,440,270,129,130,40,136.014705,1
310,240,440,270,129,130,30,133.416641,1
310,250,440,270,129,130,20,131.529464,1
310,260,440,270,129,130,10,130.384048,1
320,260,440,270,129,120,10,120.415946,3
330,260,440,270,129,110,10,110.45361,3
340,260,440,270,129,100,10,100.498756,3
350,260,440,270,129,90,10,90.553851,3
360,260,440,270,129,80,10,80.622577,3
370,260,440,270,129,70,10,70.710678,3
380,260,440,270,129,60,10,60.827625,3
390,260,440,270,129,50,10,50.990195,3
400,260,440,270,129,40,10,41.231056,3
410,260,440,270,129,30,10,31.622777,3
410,270,440,270,129,30,0,30,1
420,270,440,270,129,20,0,20,3
430,270,440,270,129,10,0,10,3
440,270,20,300,130,-420,30,421.070065,3
440,280,20,300,130,-420,20,420.475921,1
440,290,20,300,130,-420,10,420.119031,1
440,300,20,300,130,-420,0,420,1
430,300,20,300,130,-410,0,410,2
420,300,20,300,130,-400,0,400,2
410,300,20,300,130,-390,0,390,2
400,300,20,300,130,-380,0,380,2
390,300,20,300,130,-370,0,370,2
380,300,20,300,130,-360,0,360,2
370,300,20,300,130,-350,0,350,2
360,300,20,300,130,-340,0,340,2
350,300,20,300,130,-330,0,330,2
340,300,20,300,130,-320,0,320,2
330,300,20,300,130,-310,0,310,2
320,300,20,300,130,-300,0,300,2
310,300,20,300,130,-290,0,290,2
300,300,20,300,130,-280,0,280,2
290,300,20,300,130,-270,0,270,2
280,300,20,300,130,-260,0,260,2
270,300,20,300,130,-250,0,250,2
260,300,20,300,130,-240,0,240,2
250,300,20,300,130,-230,0,230,2
240,300,20,300,130,-220,0,220,2
230,300,20,300,130,-210,0,210,2
220,300,20,300,130,-200,0,200,2
210,300,20,300,130,-190,0,190,2
200,300,20,300,130,-180,0,180,2
190,300,20,300,130,-170,0,170,2
180,300,20,300,130,-160,0,160,2
170,300,20,300,130,-150,0,150,2
160,300,20,300,130,-140,0,140,2
150,300,20,300,130,-130,0,130,2
140,300,20,300,130,-120,0,120,2
130,300,20,300,130,-110,0,110,2
120,300,20,300,130,-100,0,100,2
110,300,20,300,130,-90,0,90,2
100,300,20,300,130,-80,0,80,2
90,300,20,300,130,-70,0,70,2
80,300,20,300,130,-60,0,60,2
70,300,20,300,130,-50,0,50,2
60,300,20,300,130,-40,0,40,2
50,300,20,300,130,-30,0,30,2
40,300,20,300,130,-20,0,20,2
30,300,20,300,130,-10,0,10,2
20,300,440,290,131,420,-10,420.119031,2
20,290,440,290,131,420,0,420,0
10,290,440,290,131,430,0,430,2
10,280,440,290,131,430,10,430.116263,0
0,280,440,290,131,440,10,440.113622,2
0,270,440,290,131,440,20,440.454311,0
0,260,440,290,131,440,30,441.021541,0
0,250,440,290,131,440,40,441.814441,0
0,240,440,290,131,440,50,442.831797,0
0,230,440,290,131,440,60,444.072066,0
0,220,440,290,131,440,70,445.533388,0
0,210,440,290,131,440,80,447.213595,0
0,200,440,290,131,440,90,449.110231,0
0,190,440,290,131,440,100,451.220567,0
0,180,440,290,131,440,110,453.541619,0
0,170,440,290,131,440,120,456.07017,0
0,160,440,290,131,440,130,458.80279,0
0,150,440,290,131,440,140,461.735855,0
0,140,440,290,131,440,150,464.865572,0
0,130,440,290,131,440,160,468.187996,0
0,120,440,290,131,440,170,471.699057,0
0,110,440,290,131,440,180,475.394573,0
10,110,440,290,131,430,180,466.154481,3
20,110,440,290,131,420,180,456.946386,3
30,110,440,290,131,410,180,447.772264,3
40,110,440,290,131,400,180,438.634244,3
50,110,440,290,131,390,180,429.534632,3
60,110,440,290,131,380,180,420.475921,3
70,110,440,290,131,370,180,411.460812,3
80,110,440,290,131,360,180,402.492236,3
90,110,440,290,131,350,180,393.573373,3
100,110,440,290,131,340,180,384.707681,3
110,110,440,290,131,330,180,375.898923,3
120,110,440,290,131,320,180,367.151195,3
130,110,440,290,131,310,180,358.468967,3
140,110,440,290,131,300,180,349.857114,3
150,110,440,290,131,290,180,341.320963,3
160,110,440,290,131,280,180,332.86634,3
170,110,440,290,131,270,180,324.499615,3
180,110,440,290,131,260,180,316.227766,3
190,110,440,290,131,250,180,308.058436,3
200,110,440,290,131,240,180,300,3
210,110,440,290,131,230,180,292.061637,3
220,110,440,290,131,220,180,284.253408,3
230,110,440,290,131,210,180,276.586334,3
240,110,440,290,131,200,180,269.072481,3
240,120,440,290,131,200,170,262.488095,1
100,60,460,220,3,360,160,393.954312,1
100,70,460,220,3,360,150,390,1
100,80,460,220,3,360,140,386.264158,1
100,90,460,220,3,360,130,382.753184,1
100,100,460,220,3,360,120,379.473319,1
100,110,460,220,3,360,110,376.430604,1
100,120,460,220,3,360,100,373.630834,1
100,130,460,220,3,360,90,371.079506,1
100,140,460,220,3,360,80,368.781778,1
100,150,460,220,3,360,70,366.742416,1
100,160,460,220,3,360,60,364.965752,1
100,170,460,220,3,360,50,363.455637,1
100,180,460,220,3,360,40,362.215406,1
100,190,460,220,3,360,30,361.247837,1
100,200,460,220,3,360,20,360.555128,1
100,210,460,220,3,360,10,360.138862,1
100,220,460,220,3,360,0,360,1
110,220,460,220,3,350,0,350,3
120,220,460,220,3,340,0,340,3
130,220,460,220,3,330,0,330,3
140,220,460,220,3,320,0,320,3
150,220,460,220,3,310,0,310,3
160,220,460,220,3,300,0,300,3
170,220,460,220,3,290,0,290,3
180,220,460,220,3,280,0,280,3
190,220,460,220,3,270,0,270,3
200,220,460,220,3,260,0,260,3
210,220,460,220,3,250,0,250,3
220,220,460,220,3,240,0,240,3
230,220,460,220,3,230,0,230,3
240,220,460,220,3,220,0,220,3
250,220,460,220,3,210,0,210,3
260,220,460,220,3,200,0,200,3
270,220,460,220,3,190,0,190,3
280,220,460,220,3,180,0,180,3
290,220,460,220,3,170,0,170,3
300,220,460,220,3,160,0,160,3
310,220,460,220,3,150,0,150,3
320,220,460,220,3,140,0,140,3
330,220,460,220,3,130,0,130,3
340,220,460,220,3,120,0,120,3
350,220,460,220,3,110,0,110,3
360,220,460,220,3,100,0,100,3
370,220,460,220,3,90,0,90,3
380,220,460,220,3,80,0,80,3
390,220,460,220,3,70,0,70,3
400,220,460,220,3,60,0,60,3
410,220,460,220,3,50,0,50,3
420,220,460,220,3,40,0,40,3
430,220,460,220,3,30,0,30,3
440,220,460,220,3,20,0,20,3
450,220,460,220,3,10,0,10,3
460,220,30,110,4,-430,-110,443.84682,3
460,210,30,110,4,-430,-100,441.474801,0
460,200,30,110,4,-430,-90,439.317653,0
460,190,30,110,4,-430,-80,437.378555,0
460,180,30,110,4,-430,-70,435.660418,0
460,170,30,110,4,-430,-60,434.165867,0
460,160,30,110,4,-430,-50,432.897216,0
460,150,30,110,4,-430,-40,431.856458,0
460,140,30,110,4,-430,-30,431.045241,0
460,130,30,110,4,-430,-20,430.464865,0
460,120,30,110,4,-430,-10,430.116263,0
460,110,30,110,4,-430,0,430,0
450,110,30,110,4,-420,0,420,2
440,110,30,110,4,-410,0,410,2
430,110,30,110,4,-400,0,400,2
420,110,30,110,4,-390,0,390,2
410,110,30,110,4,-380,0,380,2
400,110,30,110,4,-370,0,370,2
390,110,30,110,4,-360,0,360,2
380,110,30,110,4,-350,0,350,2
370,110,30,110,4,-340,0,340,2
360,110,30,110,4,-330,0,330,2
350,110,30,110,4,-320,0,320,2
340,110,30,110,4,-310,0,310,2
330,110,30,110,4,-300,0,300,2
320,110,30,110,4,-290,0,290,2
310,110,30,110,4,-280,0,280,2
300,110,30,110,4,-270,0,270,2
290,110,30,110,4,-260,0,260,2
280,110,30,110,4,-250,0,250,2
270,110,30,110,4,-240,0,240,2
260,110,30,110,4,-230,0,230,2
250,110,30,110,4,-220,0,220,2
240,110,30,110,4,-210,0,210,2
230,110,30,110,4,-200,0,200,2
220,110,30,110,4,-190,0,190,2
210,110,30,110,4,-180,0,180,2
200,110,30,110,4,-170,0,170,2
190,110,30,110,4,-160,0,160,2
180,110,30,110,4,-150,0,150,2
170,110,30,110,4,-140,0,140,2
160,110,30,110,4,-130,0,130,2
150,110,30,110,4,-120,0,120,2
140,110,30,110,4,-110,0,110,2
130,110,30,110,4,-100,0,100,2
120,110,30,110,4,-90,0,90,2
110,110,30,110,4,-80,0,80,2
100,110,30,110,4,-70,0,70,2
90,110,30,110,4,-60,0,60,2
80,110,30,110,4,-50,0,50,2
70,110,30,110,4,-40,0,40,2
60,110,30,110,4,-30,0,30,2
50,110,30,110,4,-20,0,20,2
40,110,30,110,4,-10,0,10,2
30,110,230,310,5,200,200,282.842712,2
30,120,230,310,5,200,190,275.862284,1
30,130,230,310,5,200,180,269.072481,1
30,140,230,310,5,200,170,262.488095,1
30,150,230,310,5,200,160,256.124969,1
30,160,230,310,5,200,150,250,1
30,170,230,310,5,200,140,244.131112,1
30,180,230,310,5,200,130,238.537209,1
30,190,230,310,5,200,120,233.238076,1
30,200,230,310,5,200,110,228.254244,1
30,210,230,310,5,200,100,223.606798,1
30,220,230,310,5,200,90,219.317122,1
30,230,230,310,5,200,80,215.406592,1
30,240,230,310,5,200,70,211.896201,1
30,250,230,310,5,200,60,208.80613,1
30,260,230,310,5,200,50,206.155281,1
30,270,230,310,5,200,40,203.960781,1
30,280,230,310,5,200,30,202.237484,1
30,290,230,310,5,200,20,200.997512,1
30,300,230,310,5,200,10,200.249844,1
30,310,230,310,5,200,0,200,1
40,310,230,310,5,190,0,190,3
50,310,230,310,5,180,0,180,3
60,310,230,310,5,170,0,170,3
70,310,230,310,5,160,0,160,3
80,310,230,310,5,150,0,150,3
90,310,230,310,5,140,0,140,3
100,310,230,310,5,130,0,130,3
110,310,230,310,5,120,0,120,3
120,310,230,310,5,110,0,110,3
130,310,230,310,5,100,0,100,3
140,310,230,310,5,90,0,90,3
150,310,230,310,5,80,0,80,3
160,310,230,310,5,70,0,70,3
170,310,230,310,5,60,0,60,3
180,310,230,310,5,50,0,50,3
190,310,230,310,5,40,0,40,3
200,310,230,310,5,30,0,30,3
210,310,230,310,5,20,0,20,3
220,310,230,310,5,10,0,10,3
230,310,440,450,6,210,140,252.388589,3
230,320,440,450,6,210,130,246.981781,1
230,330,440,450,6,210,120,241.867732,1
230,340,440,450,6,210,110,237.065392,1
230,350,440,450,6,210,100,232.594067,1
230,360,440,450,6,210,90,228.473193,1
230,370,440,450,6,210,80,224.722051,1
230,380,440,450,6,210,70,221.359436,1
230,390,440,450,6,210,60,218.403297,1
230,400,440,450,6,210,50,215.870331,1
230,410,440,450,6,210,40,213.775583,1
230,420,440,450,6,210,30,212.132034,1
230,430,440,450,6,210,20,210.950231,1
230,440,440,450,6,210,10,210.23796,1
230,450,440,450,6,210,0,210,1
240,450,440,450,6,200,0,200,3
250,450,440,450,6,190,0,190,3
260,450,440,450,6,180,0,180,3
270,450,440,450,6,170,0,170,3
280,450,440,450,6,160,0,160,3
290,450,440,450,6,150,0,150,3
300,450,440,450,6,140,0,140,3
310,450,440,450,6,130,0,130,3
320,450,440,450,6,120,0,120,3
330,450,440,450,6,110,0,110,3
340,450,440,450,6,100,0,100,3
350,450,440,450,6,90,0,90,3
360,450,440,450,6,80,0,80,3
370,450,440,450,6,70,0,70,3
380,450,440,450,6,60,0,60,3
390,450,440,450,6,50,0,50,3
400,450,440,450,6,40,0,40,3
410,450,440,450,6,30,0,30,3
420,450,440,450,6,20,0,20,3
430,450,440,450,6,10,0,10,3
440,450,50,450,7,-390,0,390,3
440,440,50,450,7,-390,10,390.128184,0
430,440,50,450,7,-380,10,380.131556,2
420,440,50,450,7,-370,10,370.13511,2
410,440,50,450,7,-360,10,360.138862,2
410,450,50,450,7,-360,0,360,1
400,450,50,450,7,-350,0,350,2
390,450,50,450,7,-340,0,340,2
380,450,50,450,7,-330,0,330,2
370,450,50,450,7,-320,0,320,2
360,450,50,450,7,-310,0,310,2
350,450,50,450,7,-300,0,300,2
340,450,50,450,7,-290,0,290,2
330,450,50,450,7,-280,0,280,2
320,450,50,450,7,-270,0,270,2
310,450,50,450,7,-260,0,260,2
300,450,50,450,7,-250,0,250,2
290,450,50,450,7,-240,0,240,2
280,450,50,450,7,-230,0,230,2
270,450,50,450,7,-220,0,220,2
260,450,50,450,7,-210,0,210,2
250,450,50,450,7,-200,0,200,2
240,450,50,450,7,-190,0,190,2
230,450,50,450,7,-180,0,180,2
220,450,50,450,7,-170,0,170,2
210,450,50,450,7,-160,0,160,2
200,450,50,450,7,-150,0,150,2
190,450,50,450,7,-140,0,140,2
180,450,50,450,7,-130,0,130,2
170,450,50,450,7,-120,0,120,2
160,450,50,450,7,-110,0,110,2
150,450,50,450,7,-100,0,100,2
140,450,50,450,7,-90,0,90,2
130,450,50,450,7,-80,0,80,2
120,450,50,450,7,-70,0,70,2
110,450,50,450,7,-60,0,60,2
100,450,50,450,7,-50,0,50,2
90,450,50,450,7,-40,0,40,2
80,450,50,450,7,-30,0,30,2
70,450,50,450,7,-20,0,20,2
60,450,50,450,7,-10,0,10,2
50,450,280,410,8,230,-40,233.452351,2
50,440,280,410,8,230,-30,231.94827,0
50,430,280,410,8,230,-20,230.867928,0
50,420,280,410,8,230,-10,230.217289,0
50,410,280,410,8,230,0,230,0
60,410,280,410,8,220,0,220,3
70,410,280,410,8,210,0,210,3
80,410,280,410,8,200,0,200,3
90,410,280,410,8,190,0,190,3
100,410,280,410,8,180,0,180,3
110,410,280,410,8,170,0,170,3
120,410,280,410,8,160,0,160,3
130,410,280,410,8,150,0,150,3
140,410,280,410,8,140,0,140,3
150,410,280,410,8,130,0,130,3
160,410,280,410,8,120,0,120,3
170,410,280,410,8,110,0,110,3
180,410,280,410,8,100,0,100,3
190,410,280,410,8,90,0,90,3
200,410,280,410,8,80,0,80,3
210,410,280,410,8,70,0,70,3
220,410,280,410,8,60,0,60,3
230,410,280,410,8,50,0,50,3
240,410,280,410,8,40,0,40,3
250,410,280,410,8,30,0,30,3
260,410,280,410,8,20,0,20,3
270,410,280,410,8,10,0,10,3
280,410,400,210,9,120,-200,233.238076,3
280,400,400,210,9,120,-190,224.722051,0
280,390,400,210,9,120,-180,216.333077,0
280,380,400,210,9,120,-170,208.08652,0
280,370,400,210,9,120,-160,200,0
280,360,400,210,9,120,-150,192.093727,0
280,350,400,210,9,120,-140,184.390889,0
280,340,400,210,9,120,-130,176.91806,0
280,330,400,210,9,120,-120,169.705627,0
280,320,400,210,9,120,-110,162.788206,0
280,310,400,210,9,120,-100,156.204994,0
280,300,400,210,9,120,-90,150,0
280,290,400,210,9,120,-80,144.222051,0
280,280,400,210,9,120,-70,138.92444,0
280,270,400,210,9,120,-60,134.164079,0
280,260,400,210,9,120,-50,130,0
280,250,400,210,9,120,-40,126.491106,0
280,240,400,210,9,120,-30,123.693169,0
280,230,400,210,9,120,-20,121.655251,0
280,220,400,210,9,120,-10,120.415946,0
280,210,400,210,9,120,0,120,0
290,210,400,210,9,110,0,110,3
300,210,400,210,9,100,0,100,3
310,210,400,210,9,90,0,90,3
320,210,400,210,9,80,0,80,3
330,210,400,210,9,70,0,70,3
340,210,400,210,9,60,0,60,3
350,210,400,210,9,50,0,50,3
360,210,400,210,9,40,0,40,3
370,210,400,210,9,30,0,30,3
380,210,400,210,9,20,0,20,3
390,210,400,210,9,10,0,10,3
400,210,160,430,10,-240,220,325.576412,3
400,220,160,430,10,-240,210,318.904374,1
400,230,160,430,10,-240,200,312.409987,1
400,240,160,430,10,-240,190,306.104557,1
400,250,160,430,10,-240,180,300,1
400,260,160,430,10,-240,170,294.108823,1
400,270,160,430,10,-240,160,288.444102,1
400,280,160,430,10,-240,150,283.019434,1
400,290,160,430,10,-240,140,277.84888,1
400,300,160,430,10,-240,130,272.946881,1
400,310,160,430,10,-240,120,268.328157,1
400,320,160,430,10,-240,110,264.007576,1
400,330,160,430,10,-240,100,260,1
400,340,160,430,10,-240,90,256.320112,1
400,350,160,430,10,-240,80,252.982213,1
400,360,160,430,10,-240,70,250,1
400,370,160,430,10,-240,60,247.386338,1
400,380,160,430,10,-240,50,245.153013,1
400,390,160,430,10,-240,40,243.310501,1
400,400,160,430,10,-240,30,241.867732,1
400,410,160,430,10,-240,20,240.831892,1
400,420,160,430,10,-240,10,240.208243,1
400,430,160,430,10,-240,0,240,1
390,430,160,430,10,-230,0,230,2
380,430,160,430,10,-220,0,220,2
370,430,160,430,10,-210,0,210,2
360,430,160,430,10,-200,0,200,2
350,430,160,430,10,-190,0,190,2
340,430,160,430,10,-180,0,180,2
330,430,160,430,10,-170,0,170,2
320,430,160,430,10,-160,0,160,2
310,430,160,430,10,-150,0,150,2
300,430,160,430,10,-140,0,140,2
290,430,160,430,10,-130,0,130,2
280,430,160,430,10,-120,0,120,2
270,430,160,430,10,-110,0,110,2
260,430,160,430,10,-100,0,100,2
250,430,160,430,10,-90,0,90,2
240,430,160,430,10,-80,0,80,2
230,430,160,430,10,-70,0,70,2
220,430,160,430,10,-60,0,60,2
210,430,160,430,10,-50,0,50,2
200,430,160,430,10,-40,0,40,2
190,430,160,430,10,-30,0,30,2
180,430,160,430,10,-20,0,20,2
170,430,160,430,10,-10,0,10,2
160,430,200,50,11,40,-380,382.099463,2
160,420,200,50,11,40,-370,372.155881,0
160,410,200,50,11,40,-360,362.215406,0
160,400,200,50,11,40,-350,352.278299,0
160,390,200,50,11,40,-340,342.344855,0
160,380,200,50,11,40,-330,332.415403,0
160,370,200,50,11,40,-320,322.49031,0
160,360,200,50,11,40,-310,312.569992,0
160,350,200,50,11,40,-300,302.654919,0
160,340,200,50,11,40,-290,292.745623,0
160,330,200,50,11,40,-280,282.842712,0
160,320,200,50,11,40,-270,272.946881,0
160,310,200,50,11,40,-260,263.058929,0
160,300,200,50,11,40,-250,253.179778,0
160,290,200,50,11,40,-240,243.310501,0
160,280,200,50,11,40,-230,233.452351,0
160,270,200,50,11,40,-220,223.606798,0
160,260,200,50,11,40,-210,213.775583,0
160,250,200,50,11,40,-200,203.960781,0
160,240,200,50,11,40,-190,194.164878,0
160,230,200,50,11,40,-180,184.390889,0
160,220,200,50,11,40,-170,174.642492,0
160,210,200,50,11,40,-160,164.924225,0
160,200,200,50,11,40,-150,155.241747,0
160,190,200,50,11,40,-140,145.602198,0
160,180,200,50,11,40,-130,136.014705,0
160,170,200,50,11,40,-120,126.491106,0
160,160,200,50,11,40,-110,117.046999,0
160,150,200,50,11,40,-100,107.703296,0
160,140,200,50,11,40,-90,98.488578,0
160,130,200,50,11,40,-80,89.442719,0
160,120,200,50,11,40,-70,80.622577,0
160,110,200,50,11,40,-60,72.111026,0
160,100,200,50,11,40,-50,64.031242,0
160,90,200,50,11,40,-40,56.568542,0
160,80,200,50,11,40,-30,50,0
160,70,200,50,11,40,-20,44.72136,0
160,60,200,50,11,40,-10,41.231056,0
160,50,200,50,11,40,0,40,0
170,50,200,50,11,30,0,30,3
180,50,200,50,11,20,0,20,3
190,50,200,50,11,10,0,10,3
200,50,260,40,12,60,-10,60.827625,3
200,40,260,40,12,60,0,60,0
210,40,260,40,12,50,0,50,3
220,40,260,40,12,40,0,40,3
230,40,260,40,12,30,0,30,3
240,40,260,40,12,20,0,20,3
250,40,260,40,12,10,0,10,3
260,40,370,410,13,110,370,386.005181,3
260,50,370,410,13,110,360,376.430604,1
260,60,370,410,13,110,350,366.878727,1
260,70,370,410,13,110,340,357.351368,1
260,80,370,410,13,110,330,347.850543,1
260,90,370,410,13,110,320,338.378486,1
260,100,370,410,13,110,310,328.937684,1
260,110,370,410,13,110,300,319.530906,1
260,120,370,410,13,110,290,310.161248,1
260,130,370,410,13,110,280,300.832179,1
260,140,370,410,13,110,270,291.547595,1
260,150,370,410,13,110,260,282.311884,1
260,160,370,410,13,110,250,273.130006,1
260,170,370,410,13,110,240,264.007576,1
260,180,370,410,13,110,230,254.950976,1
260,190,370,410,13,110,220,245.967478,1
260,200,370,410,13,110,210,237.065392,1
260,210,370,410,13,110,200,228.254244,1
260,220,370,410,13,110,190,219.544984,1
260,230,370,410,13,110,180,210.950231,1
260,240,370,410,13,110,170,202.484567,1
260,250,370,410,13,110,160,194.164878,1
260,260,370,410,13,110,150,186.010752,1
260,270,370,410,13,110,140,178.044938,1
260,280,370,410,13,110,130,170.293864,1
260,290,370,410,13,110,120,162.788206,1
260,300,370,410,13,110,110,155.563492,1
260,310,370,410,13,110,100,148.660687,1
260,320,370,410,13,110,90,142.126704,1
260,330,370,410,13,110,80,136.014705,1
260,340,370,410,13,110,70,130.384048,1
260,350,370,410,13,110,60,125.299641,1
260,360,370,410,13,110,50,120.83046,1
260,370,370,410,13,110,40,117.046999,1
260,380,370,410,13,110,30,114.017543,1
260,390,370,410,13,110,20,111.803399,1
260,400,370,410,13,110,10,110.45361,1
260,410,370,410,13,110,0,110,1
270,410,370,410,13,100,0,100,3
280,410,370,410,13,90,0,90,3
290,410,370,410,13,80,0,80,3
300,410,370,410,13,70,0,70,3
310,410,370,410,13,60,0,60,3
320,410,370,410,13,50,0,50,3
330,410,370,410,13,40,0,40,3
340,410,370,410,13,30,0,30,3
350,410,370,410,13,20,0,20,3
360,410,370,410,13,10,0,10,3
370,410,300,210,14,-70,-200,211.896201,3
370,400,300,210,14,-70,-190,202.484567,0
370,390,300,210,14,-70,-180,193.132079,0
370,380,300,210,14,-70,-170,183.847763,0
370,370,300,210,14,-70,-160,174.642492,0
370,360,300,210,14,-70,-150,165.529454,0
370,350,300,210,14,-70,-140,156.524758,0
370,340,300,210,14,-70,-130,147.648231,0
370,330,300,210,14,-70,-120,138.92444,0
370,320,300,210,14,-70,-110,130.384048,0
370,310,300,210,14,-70,-100,122.065556,0
370,300,300,210,14,-70,-90,114.017543,0
370,290,300,210,14,-70,-80,106.301458,0
370,280,300,210,14,-70,-70,98.994949,0
370,270,300,210,14,-70,-60,92.195445,0
370,260,300,210,14,-70,-50,86.023253,0
370,250,300,210,14,-70,-40,80.622577,0
370,240,300,210,14,-70,-30,76.157731,0
370,230,300,210,14,-70,-20,72.801099,0
370,220,300,210,14,-70,-10,70.710678,0
370,210,300,210,14,-70,0,70,0
360,210,300,210,14,-60,0,60,2
350,210,300,210,14,-50,0,50,2
340,210,300,210,14,-40,0,40,2
330,210,300,210,14,-30,0,30,2
320,210,300,210,14,-20,0,20,2
310,210,300,210,14,-10,0,10,2
300,210,310,210,15,10,0,10,2
300,220,310,210,15,10,-10,14.142136,1
290,220,310,210,15,20,-10,22.36068,2
290,230,310,210,15,20,-20,28.284271,1
280,230,310,210,15,30,-20,36.055513,2
280,240,310,210,15,30,-30,42.426407,1
270,240,310,210,15,40,-30,50,2
270,230,310,210,15,40,-20,44.72136,0
260,230,310,210,15,50,-20,53.851648,2
260,240,310,210,15,50,-30,58.309519,1
250,240,310,210,15,60,-30,67.082039,2
250,230,310,210,15,60,-20,63.245553,0
240,230,310,210,15,70,-20,72.801099,2
240,240,310,210,15,70,-30,76.157731,1
240,250,310,210,15,70,-40,80.622577,1
250,250,310,210,15,60,-40,72.111026,3
260,250,310,210,15,50,-40,64.031242,3
270,250,310,210,15,40,-40,56.568542,3
280,250,310,210,15,30,-40,50,3
290,250,310,210,15,20,-40,44.72136,3
290,240,310,210,15,20,-30,36.055513,0
290,230,310,210,15,20,-20,28.284271,0
290,220,310,210,15,20,-10,22.36068,0
290,210,310,210,15,20,0,20,0
300,210,310,210,15,10,0,10,3
310,210,190,330,16,-120,120,169.705627,3
310,220,190,330,16,-120,110,162.788206,1
310,230,190,330,16,-120,100,156.204994,1
310,240,190,330,16,-120,90,150,1
310,250,190,330,16,-120,80,144.222051,1
310,260,190,330,16,-120,70,138.92444,1
310,270,190,330,16,-120,60,134.164079,1
310,280,190,330,16,-120,50,130,1
310,290,190,330,16,-120,40,126.491106,1
310,300,190,330,16,-120,30,123.693169,1
310,310,190,330,16,-120,20,121.655251,1
310,320,190,330,16,-120,10,120.415946,1
310,330,190,330,16,-120,0,120,1
300,330,190,330,16,-110,0,110,2
290,330,190,330,16,-100,0,100,2
280,330,190,330,16,-90,0,90,2
270,330,190,330,16,-80,0,80,2
260,330,190,330,16,-70,0,70,2
250,330,190,330,16,-60,0,60,2
240,330,190,330,16,-50,0,50,2
230,330,190,330,16,-40,0,40,2
220,330,190,330,16,-30,0,30,2
210,330,190,330,16,-20,0,20,2
200,330,190,330,16,-10,0,10,2
190,330,370,210,17,180,-120,216.333077,2
190,320,370,210,17,180,-110,210.950231,0
190,310,370,210,17,180,-100,205.912603,0
190,300,370,210,17,180,-90,201.246118,0
190,290,370,210,17,180,-80,196.977156,0
190,280,370,210,17,180,-70,193.132079,0
190,270,370,210,17,180,-60,189.73666,0
190,260,370,210,17,180,-50,186.815417,0
190,250,370,210,17,180,-40,184.390889,0
190,240,370,210,17,180,-30,182.482876,0
190,230,370,210,17,180,-20,181.107703,0
190,220,370,210,17,180,-10,180.277564,0
190,210,370,210,17,180,0,180,0
200,210,370,210,17,170,0,170,3
210,210,370,210,17,160,0,160,3
